ID,ID2,"Item title","Final URL","Image URL","Item subtitle","Item description","Item category",Price
2167,2527,"Túi nữ đẹp D.Doo 2167",http://kacana.vn/san-pham/tui-nu-dep-ddoo-2167--2167--2527,http://image.kacana.vn/images/product/tui-nu-dep-ddoo-2167-1513870100.jpg,"Túi nữ đẹp D.Doo 2167","Túi nữ đẹp D.Doo 2167 phong cách thời trang hàn quốc, trang nhã và thanh lịch, chất da cao cấp, túi dáng thuyền hai cánh dơi đẹp.",,"980,000 VND"
2168,2527,"Túi nữ thời trang D.Doo 2168",http://kacana.vn/san-pham/tui-nu-thoi-trang-ddoo-2168--2168--2527,http://image.kacana.vn/images/product/tui-nu-thoi-trang-ddoo-2168-1513871211.jpg,"Túi nữ thời trang D.Doo 2168","Túi nữ thời trang D.Doo 2168 chất da cao cấp, kiểu dáng đẹp, vật liệu hàng hiệu chính hãng, là một món quà hoàn hảo cho các bạn gái các dịp lễ cuối năm sắp tới.",,"960,000 VND"
2169,3125,"Balo nữ cao cấp D.Doo 2169",http://kacana.vn/san-pham/balo-nu-cao-cap-ddoo-2169--2169--3125,http://image.kacana.vn/images/product/balo-nu-cao-cap-ddoo-2169-1510722701.jpg,"Balo nữ cao cấp D.Doo 2169","Balo nữ cao cấp D.Doo 2169 móc khoá ngũ kim xi mạ điện màu sắc đều đẹp bóng sáng, ngăn kéo khoá trước thiết kế hợp lý có thể đựng điện thoại, tiền lẻ và các đồ dùng cá nhân khác. Balo nữ cao cấp D.Doo 2169 đường may đều đẹp thẳng hàng, thiết kế hợp lý tạo cảm giác thoải mái khi dùng.",,"1,050,000 VND"
2170,2136,"Túi xách nữ đẹp gắn huy hiệu D.Doo 2170",http://kacana.vn/san-pham/tui-xach-nu-dep-gan-huy-hieu-ddoo-2170--2170--2136,http://image.kacana.vn/images/product/tui-xach-nu-dep-gan-huy-hieu-ddoo-2170-1510729405.jpg,"Túi xách nữ đẹp gắn huy hiệu D.Doo 2170","Túi xách nữ đẹp gắn huy hiệu, thiết kế thời trang của hàng hiệu chính hãng D.Doo, da cao cấp, phù hợp công sở, dự tiệc sang trọng.",,"800,000 VND"
2171,2886,"Túi bucket bag nữ D.Doo 2171",http://kacana.vn/san-pham/tui-bucket-bag-nu-ddoo-2171--2171--2886,http://image.kacana.vn/images/product/tui-bucket-bag-nu-ddoo-2171-1514450501.jpg,"Túi bucket bag nữ D.Doo 2171","Túi bucket bag nữ D.Doo 2171 thiết kế đeo chéo nhỏ gọn, đi chơi, tới công sở đều phù hợp, chất da cao cấp, chống phai màu, hoạ tiết hình hoa thời trang nữ tính.",,"880,000 VND"
2172,2202,"Túi xách nữ thời trang cao cấp D.Doo 2172",http://kacana.vn/san-pham/tui-xach-nu-thoi-trang-cao-cap-ddoo-2172--2172--2202,http://image.kacana.vn/images/product/tui-xach-cong-so-nu-ddoo-2172-1514499821.jpg,"Túi xách nữ thời trang cao cấp D.Doo 2172","Túi xách nữ thời trang cao cấp 2172 kiểu dáng thời trang hàn quốc, màu sắc đẹp, chất lượng cao cấp, công sở hay đi chơi, đi tiệc đều hợp.",,"890,000 VND"
2173,2178,"Túi xách nữ thời trang công sở D.Doo 2173",http://kacana.vn/san-pham/tui-xach-nu-thoi-trang-cong-so-ddoo-2173--2173--2178,http://image.kacana.vn/images/product/tui-xach-nu-thoi-trang-cong-so-2173-1515133500.jpg,"Túi xách nữ thời trang công sở D.Doo 2173","Túi xách nữ thời trang công sở D.Doo 2173 hàng hiệu giá rẻ, chất liệu cao cấp, kiểu dáng đẹp, bắt mắt.",,"950,000 VND"
2174,3153,"Túi xách nữ thời trang D.Doo 2174",http://kacana.vn/san-pham/tui-xach-nu-thoi-trang-ddoo-2174--2174--3153,http://image.kacana.vn/images/product/tui-xach-nu-thoi-trang-ddoo-2174-1510736578.jpg,"Túi xách nữ thời trang D.Doo 2174","Túi xách nữ thời trang D.Doo 2174 nét đẹp quyến rũ thời thượng thể hiện qua từng chi tiết, chất lượng cao cấp, hàng hiệu chính hãng giá rẻ.",,"980,000 VND"
2175,3131,"Túi xách nữ thời trang hàn quốc D.Doo 2175",http://kacana.vn/san-pham/tui-xach-nu-thoi-trang-han-quoc-ddoo-2175--2175--3131,http://image.kacana.vn/images/product/tui-xach-nu-thoi-trang-han-quoc-ddoo-2175-1510737751.jpg,"Túi xách nữ thời trang hàn quốc D.Doo 2175","Túi xách nữ D.Doo 2175 phong cách thời trang hàn quốc, chất liệu cao cấp, đường may tỉ mỉ, sắc nét, phối màu hài hoà, rất đẹp.",,"990,000 VND"
2178,3146,"Túi xách nữ đẹp giá rẻ ZYA 2178",http://kacana.vn/san-pham/tui-xach-nu-dep-gia-re-zya-2178--2178--3146,http://image.kacana.vn/images/product/tui-xach-nu-dep-gia-re-zya-2178-1515229286.jpg,"Túi xách nữ đẹp giá rẻ ZYA 2178","Túi xách nữ đẹp giá rẻ 2178 chất da cao cấp, lòng túi thiết kế rộng rãi, hợp lý, đáp ứng nhu cầu hằng ngày của bạn.",,"390,000 VND"
2179,3146,"Túi xách retro nữ hoàng thời trang đeo chéo giá rẻ ZYA 2179",http://kacana.vn/san-pham/tui-xach-retro-nu-hoang-thoi-trang-deo-cheo-gia-re-zya-2179--2179--3146,http://image.kacana.vn/images/product/tui-xach-nu-thoi-trang-dep-zya-2179-1515227861.jpg,"Túi xách retro nữ hoàng thời trang đeo chéo giá rẻ ZYA 2179","Túi xách nữ thời trang đẹp 2179 chất da cao cấp, phong cách hàn quốc, trẻ trung và năng động, đeo chéo đi chơi hay đến công sở đều đẹp.",,"390,000 VND"
2182,3153,"Túi xách nữ thời trang tote phối màu ZYA 2182",http://kacana.vn/san-pham/tui-xach-nu-thoi-trang-tote-phoi-mau-zya-2182--2182--3153,http://image.kacana.vn/images/product/tui-xach-nu-thoi-trang-tote-phoi-mau-zya-2182-1515224433.jpg,"Túi xách nữ thời trang tote phối màu ZYA 2182","Túi xách nữ thời trang ZYA 2182 tote phối màu trẻ trung và thời thượng, tạo nên sự hấp dẫn bởi màu sắc bắt mắt, kiểu dáng cổ điển dễ kết hợp thời trang.",,"390,000 VND"
2183,3153,"Túi xách nữ thời trang phom mềm ZYA 2183",http://kacana.vn/san-pham/tui-xach-nu-thoi-trang-phom-mem-zya-2183--2183--3153,http://image.kacana.vn/images/product/tui-xach-nu-thoi-trang-phom-mem-zya-2183-1515215956.jpg,"Túi xách nữ thời trang phom mềm ZYA 2183","Túi xách nữ thời trang ZYA 2183 phom túi mềm từ chất da cao cấp, túi giá rẻ cho bạn nữ công sở thêm nhiều lựa chọn. Túi xách dành đi chơi cũng rất đẹp.",,"490,000 VND"
2185,2844,"Ví nam cao cấp Tucano 2114",http://kacana.vn/san-pham/vi-nam-cao-cap-tucano-2114--2185--2844,http://image.kacana.vn/images/product/vi-nam-cao-cap-tucano-2114-1513463972.jpg,"Ví nam cao cấp Tucano 2114","Ví nam cao cấp Tucano 2114 thiết kế kết hợp giữa cổ điển và thời trang. Ví nam cao cấp Tucano 2114 làm từ chất liệu da bò tuyển chọn, bạn sẽ dễ dàng cảm nhận được chất lượng sản phẩm. Ví nam cao cấp Tucano 2114 theo phong cách thịnh hành, giúp bạn đi trước thời đại, thể hiện bản lĩnh phái mạnh,",,"550,000 VND"
2186,2532,"Balo nam đẹp Demodun 2115",http://kacana.vn/san-pham/balo-nam-dep-demodun-2115--2186--2532,http://image.kacana.vn/images/product/balo-nam-dep-demodun-2115-1513523681.jpg,"Balo nam đẹp Demodun 2115","Balo nam đẹp Demodun 2115 sử dụng chất da bò phủ oxford cao cấp, chống trầy xước. Balo nam đẹp Demodun 2115 kiểu dáng hình vuông đứng, bo viền hình cung, trẻ trung và thanh lịch. Mẫu balo nam đẹp Demodun 2115 có màu sắc nhã nhặn, hoà tiết rằn ri thời thượng và sang trọng.",,"1,400,000 VND"
2187,407,"Túi da nam CB 2118",http://kacana.vn/san-pham/tui-da-nam-cb-2118--2187--407,http://image.kacana.vn/images/product/tui-da-nam-cb-2118-1513570864.jpg,"Túi da nam CB 2118","Túi da nam CB 2118 đường cong mềm mại, kiểu dáng đơn giản, đây chính là sự thoải mái mà thời trang mang lại cho bạn. Túi da nam CB 2118 thiết kế túi dáng thon, hình chữ nhật đứng, đáp ứng nhu cầu, mang lại tự tin cho người sử dụng. Túi da nam CB 2118 bất kể là quá trình gia công hay là lựa chọn chất liệu da đều đi theo phương châm không ngừng nâng cao chất lượng sản phẩm của nhà sản xuất.",,"1,080,000 VND"
2188,3146,"Túi xách nữ đẹp Northbag 2188",http://kacana.vn/san-pham/tui-xach-nu-dep-northbag-2188--2188--3146,http://image.kacana.vn/images/product/tui-xach-nu-dep-northbag-2188-1514623916.jpg,"Túi xách nữ đẹp Northbag 2188","Túi xách nữ đẹp Northbag 2188 là mẫu túi đeo chéo hàn quốc đơn giản, thời trang nhỏ gọn mini, hàng hiệu giá rẻ, chất da cao cấp, mềm mịn.",,"390,000 VND"
2189,3146,"Túi xách nữ đẹp hàng hiệu D.Dore 2189",http://kacana.vn/san-pham/tui-xach-nu-dep-hang-hieu-ddore-2189--2189--3146,http://image.kacana.vn/images/product/tui-xach-nu-dep-hang-hieu-ddore-2189-1514954432.jpg,"Túi xách nữ đẹp hàng hiệu D.Dore 2189","Túi xách nữ đẹp hàng hiệu D.Dore 2189 kiểu dáng thời trang mang phong cách hàn quốc, chất da cao cấp, mẫu túi xinh hot nhất hiện nay với giá rẻ bất ngờ.",,"490,000 VND"
2190,3145,"Túi xách nữ hàng hiệu Yakou 2190",http://kacana.vn/san-pham/tui-xach-nu-hang-hieu-yakou-2190--2190--3145,http://image.kacana.vn/images/product/tui-xach-nu-hang-hieu-yakou-2190-1515051757.jpg,"Túi xách nữ hàng hiệu Yakou 2190","Túi xách nữ hàng hiệu 2190 từ thương hiệu cao cấp Yakou, kiểu dáng thời trang, phong cách cổ điển, phù hợp các quý cô công sở, hoặc dự tiệc sang trọng.",,"1,100,000 VND"
2193,3146,"Túi xách nữ hàng hiệu đẹp Yakou 2193",http://kacana.vn/san-pham/tui-xach-nu-hang-hieu-dep-yakou-2193--2193--3146,http://image.kacana.vn/images/product/tui-xach-nu-hang-hieu-dep-yakou-2193-1515069362.jpg,"Túi xách nữ hàng hiệu đẹp Yakou 2193","Túi xách nữ hàng hiệu đẹp Yakou 2193 thời trang cổ điển, sang trọng, phù hợp nơi công sở hay đến các sự kiện cần sự nổi bật.",,"1,100,000 VND"
2194,3145,"Túi xách nữ hàng hiệu sọc chữ V Yakou 2194",http://kacana.vn/san-pham/tui-xach-nu-hang-hieu-soc-chu-v-yakou-2194--2194--3145,http://image.kacana.vn/images/product/tui-xach-nu-hang-hieu-soc-chu-v-yakou-2194-1515210248.jpg,"Túi xách nữ hàng hiệu sọc chữ V Yakou 2194","Túi xách nữ hàng hiệu Yakou 2194 thời trang Âu Mỹ cao cấp, thiết kế từ xu hướng sọc chữ V, kiểu dáng đẹp và bắt mắt, điểm nhấn ngũ kim sang trọng.",,"1,100,000 VND"
2195,3146,"Túi xách nữ đẹp Flower 2195",http://kacana.vn/san-pham/tui-xach-nu-dep-flower-2195--2195--3146,http://image.kacana.vn/images/product/tui-xach-nu-dep-flower-2195-1515209097.jpg,"Túi xách nữ đẹp Flower 2195","Túi xách nữ đẹp Flower 2195 hàng hiệu giá rẻ, kiểu dáng thời trang hàn quốc, chất lượng cao cấp, là sản phẩm cho bạn nữ công sở, đi chơi du lịch đều được.",,"390,000 VND"
2196,3038,"Túi xách mini đeo chéo nữ thời trang hàn quốc đẹp giá rẻ DDore 2196",http://kacana.vn/san-pham/tui-xach-mini-deo-cheo-nu-thoi-trang-han-quoc-dep-gia-re-ddore-2196--2196--3038,http://image.kacana.vn/images/product/tui-xach-nu-dep-gia-re-ddore-2196-1516319215.jpg,"Túi xách mini đeo chéo nữ thời trang hàn quốc đẹp giá rẻ DDore 2196","Túi xách nữ mini giá rẻ D.Dore 2196 kiểu dáng kelly đẹp, thời trang hàn quốc, mang lại cho bạn gái sự tự tin đến bất kỳ nơi đâu. Giỏ xách được gia công tỉ mỉ, cẩn thận trên từng đường nét, tạo phom chuẩn dáng cho chiếc túi.",,"490,000 VND"
2197,2853,"Túi xách đeo chéo messenger nữ khoá hình chữ nhật đứng DDore 2197",http://kacana.vn/san-pham/tui-xach-deo-cheo-messenger-nu-khoa-hinh-chu-nhat-dung-ddore-2197--2197--2853,http://image.kacana.vn/images/product/tui-xach-deo-cheo-messenger-nu-khoa-hinh-chu-nhat-dung-ddore-2197-1516774029.jpg,"Túi xách đeo chéo messenger nữ khoá hình chữ nhật đứng DDore 2197","Túi xách đeo chéo messenger nữ khoá hình chữ nhật đứng DDore 2197 là mẫu túi messenger nữ chất da cao cấp, túi đeo chéo cá tính và thời trang. Túi nữ với điểm nhấn khoá hình chữ nhật đứng nổi bật và thời trang.",,"490,000 VND"
2198,3269,"Túi xách nữ dạng hộp vuông hai quai đeo thời trang DDore 2198",http://kacana.vn/san-pham/tui-xach-nu-dang-hop-vuong-hai-quai-deo-thoi-trang-ddore-2198--2198--3269,http://image.kacana.vn/images/product/tui-xach-nu-dang-hop-vuong-hai-quai-deo-thoi-trang-ddore-2198-1516830619.jpg,"Túi xách nữ dạng hộp vuông hai quai đeo thời trang DDore 2198","Túi xách nữ DDore 2198 dạng túi hộp hình vuông cổ điển và thời trang, túi có hai quai đeo khác nhau. Dây bản nhỏ có thể điều chỉnh được độ dài ngắn tuỳ theo vóc dáng. Hoặc bạn đeo vai với dây bản lớn rất cá tính.",,"490,000 VND"
2199,3080,"Ví da nữ dự tiệc cầm tay sang trọng bản lớn cao cấp DAN 2199",http://kacana.vn/san-pham/vi-da-nu-du-tiec-cam-tay-sang-trong-ban-lon-cao-cap-dan-2199--2199--3080,http://image.kacana.vn/images/product/vi-da-nu-du-tiec-cam-tay-sang-trong-ban-lon-cao-cap-dan-2199-1516836917.jpg,"Ví da nữ dự tiệc cầm tay sang trọng bản lớn cao cấp DAN 2199","Ví nữ dự tiệc DAN 2199 thiết kế sang trọng, chất da bò cao cấp, cầm tay bản lớn rất tiện dụng, bạn có thể sử dụng dây quai túi xách nếu thấy cần thiết. Toàn bộ da túi được dập vân cá sấu thời trang, tạo nét quý phái và nổi bật cho bạn gái.",,"1,200,000 VND"
2200,688,"Ví ngang  gấp 3 hiệu",http://kacana.vn/san-pham/vi-ngang-gap-3-hieu--2200--688,http://image.kacana.vn/images/product/vi-ngang-da-bo-cho-nam-gap-3-dep-hang-hieu-cao-cap-tucano-2210-1517007164.jpg,"Ví ngang  gấp 3 hiệu","Thiết kế đến từ hàng hiệu chính hãng Tucano 2200, đây là mẫu ví ngang cho nam với kiểu dáng gấp 3 đẹp, chất da bò cao cấp. Ví da nam cao cấp, gia công tỉ mỉ, hoàn hảo trên từng đường nét. Sản phẩm được gợi ý để tặng quà sinh nhật cho người yêu hay sếp nam của bạn.",,"1,200,000 VND"
2201,,,http://kacana.vn/san-pham/--2201--,http://image.kacana.vn/images/product/tui-xach-da-de-nu-hang-hieu-gia-re-chinh-hang-edison-michael-2217-2256-1517124369.jpg,,,,"1,190,000 VND"
